"time_id","date","jour","mois","annee","saison"
"580","2024-09-11","11","9","2024","2024-2025"
"581","2024-09-12","12","9","2024","2024-2025"
"582","2024-09-13","13","9","2024","2024-2025"
"583","2024-09-14","14","9","2024","2024-2025"
"584","2024-09-15","15","9","2024","2024-2025"
"585","2024-09-16","16","9","2024","2024-2025"
"586","2024-09-17","17","9","2024","2024-2025"
"587","2024-09-18","18","9","2024","2024-2025"
"588","2024-09-19","19","9","2024","2024-2025"
"589","2024-09-20","20","9","2024","2024-2025"
"590","2024-09-21","21","9","2024","2024-2025"
"591","2024-09-22","22","9","2024","2024-2025"
"592","2024-09-23","23","9","2024","2024-2025"
"593","2024-09-24","24","9","2024","2024-2025"
"594","2024-09-25","25","9","2024","2024-2025"
"595","2024-09-26","26","9","2024","2024-2025"
"596","2024-09-27","27","9","2024","2024-2025"
"597","2024-09-28","28","9","2024","2024-2025"
"598","2024-10-01","1","10","2024","2024-2025"
"599","2024-10-02","2","10","2024","2024-2025"
"600","2024-10-03","3","10","2024","2024-2025"
"601","2024-10-04","4","10","2024","2024-2025"
"602","2024-10-05","5","10","2024","2024-2025"
"603","2024-10-06","6","10","2024","2024-2025"
"604","2024-10-07","7","10","2024","2024-2025"
"605","2024-10-08","8","10","2024","2024-2025"
"606","2024-10-09","9","10","2024","2024-2025"
"607","2024-10-10","10","10","2024","2024-2025"
"608","2024-10-11","11","10","2024","2024-2025"
"609","2024-10-12","12","10","2024","2024-2025"
"610","2024-10-13","13","10","2024","2024-2025"
"611","2024-10-14","14","10","2024","2024-2025"
"612","2024-10-15","15","10","2024","2024-2025"
"613","2024-10-16","16","10","2024","2024-2025"
"614","2024-10-17","17","10","2024","2024-2025"
"615","2024-10-18","18","10","2024","2024-2025"
"616","2024-10-19","19","10","2024","2024-2025"
"617","2024-10-20","20","10","2024","2024-2025"
"618","2024-10-21","21","10","2024","2024-2025"
"619","2024-10-22","22","10","2024","2024-2025"
"620","2024-10-23","23","10","2024","2024-2025"
"621","2024-10-24","24","10","2024","2024-2025"
"622","2024-10-25","25","10","2024","2024-2025"
"623","2024-10-26","26","10","2024","2024-2025"
"624","2024-10-27","27","10","2024","2024-2025"
"625","2024-10-28","28","10","2024","2024-2025"
"626","2024-11-01","1","11","2024","2024-2025"
"627","2024-11-02","2","11","2024","2024-2025"
"628","2024-11-03","3","11","2024","2024-2025"
"629","2024-11-04","4","11","2024","2024-2025"
"630","2024-11-05","5","11","2024","2024-2025"
"631","2024-11-06","6","11","2024","2024-2025"
"632","2024-11-07","7","11","2024","2024-2025"
"633","2024-11-08","8","11","2024","2024-2025"
"634","2024-11-09","9","11","2024","2024-2025"
"635","2024-11-10","10","11","2024","2024-2025"
"636","2024-11-11","11","11","2024","2024-2025"
"637","2024-11-12","12","11","2024","2024-2025"
"638","2024-11-13","13","11","2024","2024-2025"
"639","2024-11-14","14","11","2024","2024-2025"
"640","2024-11-15","15","11","2024","2024-2025"
"641","2024-11-16","16","11","2024","2024-2025"
"642","2024-11-17","17","11","2024","2024-2025"
"643","2024-11-18","18","11","2024","2024-2025"
"644","2024-11-19","19","11","2024","2024-2025"
"645","2024-11-20","20","11","2024","2024-2025"
"646","2024-11-21","21","11","2024","2024-2025"
"647","2024-11-22","22","11","2024","2024-2025"
"648","2024-11-23","23","11","2024","2024-2025"
"649","2024-11-24","24","11","2024","2024-2025"
"650","2024-11-25","25","11","2024","2024-2025"
"651","2024-11-26","26","11","2024","2024-2025"
"652","2024-11-27","27","11","2024","2024-2025"
"653","2024-11-28","28","11","2024","2024-2025"
"654","2024-12-01","1","12","2024","2024-2025"
"655","2024-12-02","2","12","2024","2024-2025"
"656","2024-12-03","3","12","2024","2024-2025"
"657","2024-12-04","4","12","2024","2024-2025"
"658","2024-12-05","5","12","2024","2024-2025"
"659","2024-12-06","6","12","2024","2024-2025"
"660","2024-12-07","7","12","2024","2024-2025"
"661","2024-12-08","8","12","2024","2024-2025"
"662","2024-12-09","9","12","2024","2024-2025"
"663","2024-12-10","10","12","2024","2024-2025"
"664","2024-12-11","11","12","2024","2024-2025"
"665","2024-12-12","12","12","2024","2024-2025"
"666","2024-12-13","13","12","2024","2024-2025"
"667","2024-12-14","14","12","2024","2024-2025"
"668","2024-12-15","15","12","2024","2024-2025"
"669","2024-12-16","16","12","2024","2024-2025"
"670","2024-12-17","17","12","2024","2024-2025"
"671","2024-12-18","18","12","2024","2024-2025"
"672","2024-12-19","19","12","2024","2024-2025"
"673","2024-12-20","20","12","2024","2024-2025"
"674","2024-12-21","21","12","2024","2024-2025"
"675","2024-12-22","22","12","2024","2024-2025"
"676","2024-12-23","23","12","2024","2024-2025"
"677","2024-12-24","24","12","2024","2024-2025"
"678","2024-12-25","25","12","2024","2024-2025"
"679","2024-12-26","26","12","2024","2024-2025"
"680","2024-12-27","27","12","2024","2024-2025"
"681","2024-12-28","28","12","2024","2024-2025"
"682","2025-01-01","1","1","2025","2025-2026"
"683","2025-01-02","2","1","2025","2025-2026"
"684","2025-01-03","3","1","2025","2025-2026"
"685","2025-01-04","4","1","2025","2025-2026"
"686","2025-01-05","5","1","2025","2025-2026"
"687","2025-01-06","6","1","2025","2025-2026"
"688","2025-01-07","7","1","2025","2025-2026"
"689","2025-01-08","8","1","2025","2025-2026"
"690","2025-01-09","9","1","2025","2025-2026"
"691","2025-01-10","10","1","2025","2025-2026"
"692","2025-01-11","11","1","2025","2025-2026"
"693","2025-01-12","12","1","2025","2025-2026"
"694","2025-01-13","13","1","2025","2025-2026"
"695","2025-01-14","14","1","2025","2025-2026"
"696","2025-01-15","15","1","2025","2025-2026"
"697","2025-01-16","16","1","2025","2025-2026"
"698","2025-01-17","17","1","2025","2025-2026"
"699","2025-01-18","18","1","2025","2025-2026"
"700","2025-01-19","19","1","2025","2025-2026"
"701","2025-01-20","20","1","2025","2025-2026"
"702","2025-01-21","21","1","2025","2025-2026"
"703","2025-01-22","22","1","2025","2025-2026"
"704","2025-01-23","23","1","2025","2025-2026"
"705","2025-01-24","24","1","2025","2025-2026"
"706","2025-01-25","25","1","2025","2025-2026"
"707","2025-01-26","26","1","2025","2025-2026"
"708","2025-01-27","27","1","2025","2025-2026"
"709","2025-01-28","28","1","2025","2025-2026"
"710","2025-01-29","29","1","2025","2025-2026"
"711","2025-01-31","31","1","2025","2025-2026"
"712","2025-02-01","1","2","2025","2025-2026"
"713","2025-02-02","2","2","2025","2025-2026"
"714","2025-02-03","3","2","2025","2025-2026"
"715","2025-02-04","4","2","2025","2025-2026"
"716","2025-02-05","5","2","2025","2025-2026"
"717","2025-02-06","6","2","2025","2025-2026"
"718","2025-02-07","7","2","2025","2025-2026"
"719","2025-02-08","8","2","2025","2025-2026"
"720","2025-02-09","9","2","2025","2025-2026"
"721","2025-02-10","10","2","2025","2025-2026"
"722","2025-02-11","11","2","2025","2025-2026"
"723","2025-02-12","12","2","2025","2025-2026"
"724","2025-02-13","13","2","2025","2025-2026"
"725","2025-02-14","14","2","2025","2025-2026"
"726","2025-02-15","15","2","2025","2025-2026"
"727","2025-02-16","16","2","2025","2025-2026"
"728","2025-02-17","17","2","2025","2025-2026"
"729","2025-02-18","18","2","2025","2025-2026"
"730","2025-02-19","19","2","2025","2025-2026"
"731","2025-02-20","20","2","2025","2025-2026"
"732","2025-02-21","21","2","2025","2025-2026"
"733","2025-02-22","22","2","2025","2025-2026"
"734","2025-02-23","23","2","2025","2025-2026"
"735","2025-02-24","24","2","2025","2025-2026"
"736","2025-02-25","25","2","2025","2025-2026"
"737","2025-02-26","26","2","2025","2025-2026"
"738","2025-02-27","27","2","2025","2025-2026"
"739","2025-02-28","28","2","2025","2025-2026"
"740","2025-03-01","1","3","2025","2025-2026"
"741","2025-03-02","2","3","2025","2025-2026"
"742","2025-03-03","3","3","2025","2025-2026"
"743","2025-03-04","4","3","2025","2025-2026"
"744","2025-03-05","5","3","2025","2025-2026"
"745","2025-03-06","6","3","2025","2025-2026"
"746","2025-03-07","7","3","2025","2025-2026"
"747","2025-03-08","8","3","2025","2025-2026"
"748","2025-03-09","9","3","2025","2025-2026"
"749","2025-03-10","10","3","2025","2025-2026"
"750","2025-03-11","11","3","2025","2025-2026"
"751","2025-03-12","12","3","2025","2025-2026"
"752","2025-03-13","13","3","2025","2025-2026"
"753","2025-03-14","14","3","2025","2025-2026"
"754","2025-03-15","15","3","2025","2025-2026"
"755","2025-03-16","16","3","2025","2025-2026"
"756","2025-03-17","17","3","2025","2025-2026"
"757","2025-03-18","18","3","2025","2025-2026"
"758","2025-03-19","19","3","2025","2025-2026"
"759","2025-03-20","20","3","2025","2025-2026"
"760","2025-03-21","21","3","2025","2025-2026"
"761","2025-03-22","22","3","2025","2025-2026"
"762","2025-03-23","23","3","2025","2025-2026"
"763","2025-03-24","24","3","2025","2025-2026"
"764","2025-03-25","25","3","2025","2025-2026"
"765","2025-03-26","26","3","2025","2025-2026"
"766","2025-03-27","27","3","2025","2025-2026"
"767","2025-03-28","28","3","2025","2025-2026"
"768","2025-03-31","31","3","2025","2025-2026"
"769","2025-04-01","1","4","2025","2025-2026"
"770","2025-04-02","2","4","2025","2025-2026"
"771","2025-04-03","3","4","2025","2025-2026"
"772","2025-04-04","4","4","2025","2025-2026"
"773","2025-04-05","5","4","2025","2025-2026"
"774","2025-04-06","6","4","2025","2025-2026"
"775","2025-04-07","7","4","2025","2025-2026"
"776","2025-04-08","8","4","2025","2025-2026"
"777","2025-04-09","9","4","2025","2025-2026"
"778","2025-04-10","10","4","2025","2025-2026"
"779","2025-04-11","11","4","2025","2025-2026"
"780","2025-04-12","12","4","2025","2025-2026"
"781","2025-04-13","13","4","2025","2025-2026"
"782","2025-04-14","14","4","2025","2025-2026"
"783","2025-04-15","15","4","2025","2025-2026"
"784","2025-04-16","16","4","2025","2025-2026"
"785","2025-04-17","17","4","2025","2025-2026"
"786","2025-04-18","18","4","2025","2025-2026"
"787","2025-04-19","19","4","2025","2025-2026"
"788","2025-04-20","20","4","2025","2025-2026"
"789","2025-04-21","21","4","2025","2025-2026"
"790","2025-04-22","22","4","2025","2025-2026"
"791","2025-04-23","23","4","2025","2025-2026"
"792","2025-04-24","24","4","2025","2025-2026"
"793","2025-04-25","25","4","2025","2025-2026"
"794","2025-04-26","26","4","2025","2025-2026"
"795","2025-04-27","27","4","2025","2025-2026"
"796","2025-04-28","28","4","2025","2025-2026"
"797","2025-04-29","29","4","2025","2025-2026"
"798","2025-04-30","30","4","2025","2025-2026"
"799","2025-05-01","1","5","2025","2025-2026"
"800","2025-05-02","2","5","2025","2025-2026"
"801","2025-05-03","3","5","2025","2025-2026"
"802","2025-05-04","4","5","2025","2025-2026"
"803","2025-05-05","5","5","2025","2025-2026"
"804","2025-05-06","6","5","2025","2025-2026"
"805","2025-05-07","7","5","2025","2025-2026"
"806","2025-05-08","8","5","2025","2025-2026"
"807","2025-05-09","9","5","2025","2025-2026"
"808","2025-05-10","10","5","2025","2025-2026"
"809","2025-05-11","11","5","2025","2025-2026"
"810","2025-05-12","12","5","2025","2025-2026"
"811","2025-05-13","13","5","2025","2025-2026"
"812","2025-05-14","14","5","2025","2025-2026"
"813","2025-05-15","15","5","2025","2025-2026"
"814","2025-05-16","16","5","2025","2025-2026"
"815","2025-05-17","17","5","2025","2025-2026"
"816","2025-05-18","18","5","2025","2025-2026"
"817","2025-05-19","19","5","2025","2025-2026"
"818","2025-05-20","20","5","2025","2025-2026"
"819","2025-05-21","21","5","2025","2025-2026"
"820","2025-05-22","22","5","2025","2025-2026"
"821","2025-05-23","23","5","2025","2025-2026"
"822","2025-05-24","24","5","2025","2025-2026"
"823","2025-05-25","25","5","2025","2025-2026"
"824","2025-05-26","26","5","2025","2025-2026"
"825","2025-05-27","27","5","2025","2025-2026"
"826","2025-05-28","28","5","2025","2025-2026"
"827","2025-05-29","29","5","2025","2025-2026"
"828","2025-05-30","30","5","2025","2025-2026"
"829","2025-06-01","1","6","2025","2025-2026"
"830","2025-06-02","2","6","2025","2025-2026"
"831","2025-06-03","3","6","2025","2025-2026"
"832","2025-06-04","4","6","2025","2025-2026"
"833","2025-06-05","5","6","2025","2025-2026"
"834","2025-06-06","6","6","2025","2025-2026"
"835","2025-06-07","7","6","2025","2025-2026"
"836","2025-06-08","8","6","2025","2025-2026"
"837","2025-06-09","9","6","2025","2025-2026"
"838","2025-06-10","10","6","2025","2025-2026"
"839","2025-06-11","11","6","2025","2025-2026"
"840","2025-06-12","12","6","2025","2025-2026"
"841","2025-06-13","13","6","2025","2025-2026"
"842","2025-06-14","14","6","2025","2025-2026"
"843","2025-06-15","15","6","2025","2025-2026"
"844","2025-06-16","16","6","2025","2025-2026"
"845","2025-06-17","17","6","2025","2025-2026"
"846","2025-06-18","18","6","2025","2025-2026"
"847","2025-06-19","19","6","2025","2025-2026"
"848","2025-06-20","20","6","2025","2025-2026"
"849","2025-06-21","21","6","2025","2025-2026"
"850","2025-06-22","22","6","2025","2025-2026"
"851","2025-06-23","23","6","2025","2025-2026"
"852","2025-06-24","24","6","2025","2025-2026"
"853","2025-06-25","25","6","2025","2025-2026"
"854","2025-06-26","26","6","2025","2025-2026"
"855","2025-06-27","27","6","2025","2025-2026"
"856","2025-06-28","28","6","2025","2025-2026"
"857","2025-06-29","29","6","2025","2025-2026"
"858","2025-06-30","30","6","2025","2025-2026"
"859","2025-07-01","1","7","2025","2025-2026"
"860","2025-07-02","2","7","2025","2025-2026"
"861","2025-07-03","3","7","2025","2025-2026"
"862","2025-07-04","4","7","2025","2025-2026"
"863","2025-07-05","5","7","2025","2025-2026"
"864","2025-07-06","6","7","2025","2025-2026"
"865","2025-07-07","7","7","2025","2025-2026"
"866","2025-07-08","8","7","2025","2025-2026"
"867","2025-07-09","9","7","2025","2025-2026"
"868","2025-07-10","10","7","2025","2025-2026"
"869","2025-07-11","11","7","2025","2025-2026"
"870","2025-07-12","12","7","2025","2025-2026"
"871","2025-07-13","13","7","2025","2025-2026"
"872","2025-07-14","14","7","2025","2025-2026"
"873","2025-07-15","15","7","2025","2025-2026"
"874","2025-07-16","16","7","2025","2025-2026"
"875","2025-07-17","17","7","2025","2025-2026"
"876","2025-07-18","18","7","2025","2025-2026"
"877","2025-07-19","19","7","2025","2025-2026"
"878","2025-07-20","20","7","2025","2025-2026"
"879","2025-07-21","21","7","2025","2025-2026"
"880","2025-07-22","22","7","2025","2025-2026"
"881","2025-07-23","23","7","2025","2025-2026"
"882","2025-07-24","24","7","2025","2025-2026"
"883","2025-07-25","25","7","2025","2025-2026"
"884","2025-07-26","26","7","2025","2025-2026"
"885","2025-07-27","27","7","2025","2025-2026"
"886","2025-07-28","28","7","2025","2025-2026"
"887","2025-07-29","29","7","2025","2025-2026"
"888","2025-07-31","31","7","2025","2025-2026"
"889","2025-08-01","1","8","2025","2025-2026"
"890","2025-08-02","2","8","2025","2025-2026"
"891","2025-08-03","3","8","2025","2025-2026"
"892","2025-08-04","4","8","2025","2025-2026"
"893","2025-08-05","5","8","2025","2025-2026"
"894","2025-08-06","6","8","2025","2025-2026"
"895","2025-08-07","7","8","2025","2025-2026"
"896","2025-08-08","8","8","2025","2025-2026"
"897","2025-08-09","9","8","2025","2025-2026"
"898","2025-08-10","10","8","2025","2025-2026"
"899","2025-08-11","11","8","2025","2025-2026"
"900","2025-08-12","12","8","2025","2025-2026"
"901","2025-08-13","13","8","2025","2025-2026"
"902","2025-08-14","14","8","2025","2025-2026"
"903","2025-08-15","15","8","2025","2025-2026"
"904","2025-08-16","16","8","2025","2025-2026"
"905","2025-08-17","17","8","2025","2025-2026"
"906","2025-08-18","18","8","2025","2025-2026"
"907","2025-08-19","19","8","2025","2025-2026"
"908","2025-08-20","20","8","2025","2025-2026"
"909","2025-08-21","21","8","2025","2025-2026"
"910","2025-08-22","22","8","2025","2025-2026"
"911","2025-08-23","23","8","2025","2025-2026"
"912","2025-08-24","24","8","2025","2025-2026"
"913","2025-08-25","25","8","2025","2025-2026"
"914","2025-08-26","26","8","2025","2025-2026"
"915","2025-08-27","27","8","2025","2025-2026"
"916","2025-08-28","28","8","2025","2025-2026"
"917","2025-08-29","29","8","2025","2025-2026"
"918","2025-08-30","30","8","2025","2025-2026"
"919","2025-09-01","1","9","2025","2025-2026"
"920","2025-09-02","2","9","2025","2025-2026"
"921","2025-09-03","3","9","2025","2025-2026"
"922","2025-09-04","4","9","2025","2025-2026"
"923","2025-09-05","5","9","2025","2025-2026"
"924","2025-09-06","6","9","2025","2025-2026"
"925","2025-09-07","7","9","2025","2025-2026"
"926","2025-09-08","8","9","2025","2025-2026"
"927","2025-09-09","9","9","2025","2025-2026"
"928","2025-09-10","10","9","2025","2025-2026"
"929","2025-09-11","11","9","2025","2025-2026"
"930","2025-09-12","12","9","2025","2025-2026"
"931","2025-09-13","13","9","2025","2025-2026"
"932","2025-09-14","14","9","2025","2025-2026"
"933","2025-09-15","15","9","2025","2025-2026"
"934","2025-09-16","16","9","2025","2025-2026"
"935","2025-09-17","17","9","2025","2025-2026"
"936","2025-09-18","18","9","2025","2025-2026"
"937","2025-09-19","19","9","2025","2025-2026"
"938","2025-09-20","20","9","2025","2025-2026"
"939","2025-09-21","21","9","2025","2025-2026"
"940","2025-09-22","22","9","2025","2025-2026"
"941","2025-09-23","23","9","2025","2025-2026"
"942","2025-09-24","24","9","2025","2025-2026"
"943","2025-09-25","25","9","2025","2025-2026"
"944","2025-09-26","26","9","2025","2025-2026"
"945","2025-09-27","27","9","2025","2025-2026"
"946","2025-09-28","28","9","2025","2025-2026"
"947","2025-09-29","29","9","2025","2025-2026"
"948","2025-10-01","1","10","2025","2025-2026"
"949","2025-10-02","2","10","2025","2025-2026"
"950","2025-10-03","3","10","2025","2025-2026"
"951","2025-10-04","4","10","2025","2025-2026"
"952","2025-10-05","5","10","2025","2025-2026"
"953","2025-10-06","6","10","2025","2025-2026"
"954","2025-10-07","7","10","2025","2025-2026"
"955","2025-10-08","8","10","2025","2025-2026"
"956","2025-10-09","9","10","2025","2025-2026"
"957","2025-10-10","10","10","2025","2025-2026"
"958","2025-10-11","11","10","2025","2025-2026"
"959","2025-10-12","12","10","2025","2025-2026"
"960","2025-10-13","13","10","2025","2025-2026"
"961","2025-10-14","14","10","2025","2025-2026"
"962","2025-10-15","15","10","2025","2025-2026"
"963","2025-10-16","16","10","2025","2025-2026"
"964","2025-10-17","17","10","2025","2025-2026"
"965","2025-10-18","18","10","2025","2025-2026"
"966","2025-10-19","19","10","2025","2025-2026"
"967","2025-10-20","20","10","2025","2025-2026"
"968","2025-10-21","21","10","2025","2025-2026"
"969","2025-10-22","22","10","2025","2025-2026"
"970","2025-10-23","23","10","2025","2025-2026"
"971","2025-10-24","24","10","2025","2025-2026"
"972","2025-10-25","25","10","2025","2025-2026"
"973","2025-10-26","26","10","2025","2025-2026"
"974","2025-10-27","27","10","2025","2025-2026"
"975","2025-10-28","28","10","2025","2025-2026"
"976","2025-10-29","29","10","2025","2025-2026"
"977","2025-11-01","1","11","2025","2025-2026"
"978","2025-11-02","2","11","2025","2025-2026"
"979","2025-11-03","3","11","2025","2025-2026"
"980","2025-11-04","4","11","2025","2025-2026"
"981","2025-11-05","5","11","2025","2025-2026"
"982","2025-11-06","6","11","2025","2025-2026"
"983","2025-11-07","7","11","2025","2025-2026"
"984","2025-11-08","8","11","2025","2025-2026"
"985","2025-11-09","9","11","2025","2025-2026"
"986","2025-11-10","10","11","2025","2025-2026"
"987","2025-11-11","11","11","2025","2025-2026"
"988","2025-11-12","12","11","2025","2025-2026"
"989","2025-11-13","13","11","2025","2025-2026"
"990","2025-11-14","14","11","2025","2025-2026"
"991","2025-11-15","15","11","2025","2025-2026"
"992","2025-11-16","16","11","2025","2025-2026"
"993","2025-11-17","17","11","2025","2025-2026"
"994","2025-11-18","18","11","2025","2025-2026"
"995","2025-11-19","19","11","2025","2025-2026"
"996","2025-11-20","20","11","2025","2025-2026"
"997","2025-11-21","21","11","2025","2025-2026"
"998","2025-11-22","22","11","2025","2025-2026"
"999","2025-11-23","23","11","2025","2025-2026"
"1000","2025-11-24","24","11","2025","2025-2026"
"1001","2025-11-25","25","11","2025","2025-2026"
"1002","2025-11-26","26","11","2025","2025-2026"
"1003","2025-11-27","27","11","2025","2025-2026"
"1004","2025-11-28","28","11","2025","2025-2026"
"1005","2025-12-01","1","12","2025","2025-2026"
"1006","2025-12-02","2","12","2025","2025-2026"
"1007","2025-12-03","3","12","2025","2025-2026"
"1008","2025-12-04","4","12","2025","2025-2026"
"1009","2025-12-05","5","12","2025","2025-2026"
"1010","2025-12-06","6","12","2025","2025-2026"
"1011","2025-12-07","7","12","2025","2025-2026"
"1012","2025-12-08","8","12","2025","2025-2026"
"1013","2025-12-09","9","12","2025","2025-2026"
"1014","2025-12-10","10","12","2025","2025-2026"
"1015","2025-12-11","11","12","2025","2025-2026"
"1016","2025-12-12","12","12","2025","2025-2026"
"1017","2025-12-13","13","12","2025","2025-2026"
"1018","2025-12-14","14","12","2025","2025-2026"
"1019","2025-12-15","15","12","2025","2025-2026"
"1020","2025-12-16","16","12","2025","2025-2026"
"1021","2025-12-17","17","12","2025","2025-2026"
"1022","2025-12-18","18","12","2025","2025-2026"
"1023","2025-12-19","19","12","2025","2025-2026"
"1024","2025-12-20","20","12","2025","2025-2026"
"1025","2025-12-21","21","12","2025","2025-2026"
"1026","2025-12-22","22","12","2025","2025-2026"
"1027","2025-12-23","23","12","2025","2025-2026"
"1028","2025-12-24","24","12","2025","2025-2026"
"1029","2025-12-25","25","12","2025","2025-2026"
"1030","2025-12-26","26","12","2025","2025-2026"
"1031","2025-12-27","27","12","2025","2025-2026"
"1032","2025-12-28","28","12","2025","2025-2026"
"1033","2025-12-29","29","12","2025","2025-2026"
"1034","2025-12-31","31","12","2025","2025-2026"
"1035","2026-01-02","2","1","2026","2026-2027"
"1036","2026-01-12","12","1","2026","2026-2027"
"1037","2026-01-16","16","1","2026","2026-2027"
"1038","2026-05-16","16","5","2026","2026-2027"
"1039","2026-06-15","15","6","2026","2026-2027"
"1040","2027-06-15","15","6","2027","2027-2028"
